,Dim_0,Dim_1=0,Dim_2=0,Dim_3=0,Dim_4=0,Dim_5=0,Dim_6=0,Dim_7=0,Dim_8=0,Dim_9=0,Dim_10=0,Dim_11=0,Dim_12=0,Dim_13=0,Dim_14=0,Dim_15=0,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,isof_scores
3442,0.59375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000396,0.047354,0.200669,0.402778,0.179688,4.280643697287175
3443,0.770833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003925,0.08078,0.168896,0.416667,0.146875,3.049477094306056
3444,0.770833,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.000868,0.158774,0.229097,0.62963,0.139062,38.058550462680024
3445,0.729167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000906,0.091922,0.158863,0.402778,0.142188,8.085172080059735
3446,0.729167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003396,0.08078,0.229097,0.398148,0.207813,10.117544802079166
3447,0.895833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.086351,0.220736,0.287037,0.2625,23.84795872734179
3448,0.520833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.111978,0.11204,0.273148,0.139062,4.69460739907116
3449,0.333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.119777,0.157191,0.398148,0.142188,2.0699239078887075
3450,0.4375,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9e-05,0.111978,0.282609,0.375,0.26875,18.918861079889055
3451,0.739583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002642,0.086351,0.19398,0.388889,0.179688,21.505151479465397
3452,0.270833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001642,0.097493,0.160535,0.384259,0.15,30.94032285974845
3453,0.25,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.00283,0.147632,0.197324,0.527778,0.139062,55.54168292031151
3454,0.46875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.158774,0.26087,0.398148,0.2375,6.465223380796644
3455,0.46875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001717,0.130919,0.204013,0.402778,0.18125,2.2814359198546157
3456,0.3125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009623,0.111978,0.152174,0.37037,0.145312,10.707981437289945
3457,0.635417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001528,0.125348,0.17893,0.458333,0.142188,2.296274768520476
3458,0.6875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001264,0.097493,0.130435,0.319444,0.142188,8.494116684934482
3459,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.103064,0.145485,0.347222,0.146875,0.8157935945367996
3460,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001925,0.164345,0.214047,0.37963,0.201609,4.931990515087577
3461,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.002453,0.125348,0.158863,0.425926,0.134375,27.93084204570532
3462,0.614583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.119777,0.175585,0.361111,0.173438,6.496491412872302
3463,0.802083,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.003925,0.097493,0.130435,0.25463,0.170313,43.6190892141949
3464,0.8125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.064067,0.200669,0.384259,0.1875,5.288156074320952
3465,0.677083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.119777,0.180602,0.481481,0.139062,3.1612248416390543
3466,0.291667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.097493,0.173913,0.458333,0.139062,3.795309976601871
3467,0.229167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006792,0.387187,0.232441,0.740741,0.121875,40.29409695143133
3468,0.375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001132,0.113092,0.244147,0.472222,0.190625,30.098806476389456
3469,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007736,0.13649,0.19398,0.37963,0.182734,4.555342195719604
3470,0.489583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003396,0.125348,0.145485,0.305556,0.164063,7.992949488539139
3471,0.583333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.125348,0.352843,0.425926,0.301563,30.743064474235112
3472,0.614583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020755,0.142061,0.17893,0.402778,0.157813,14.232460743398846
3473,0.416667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.24234,0.227425,0.217593,0.3375,38.10832674631124
3474,0.510417,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020755,0.119777,0.155518,0.430556,0.13125,31.48491382139035
3475,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016585,0.147632,0.177258,0.435185,0.148438,14.186187769099192
3476,0.510417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.150943,0.075209,0.065217,0.449074,0.053125,43.50122125390732
3477,0.604167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.117057,0.347222,0.11875,3.97423166182476
3478,0.645833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010566,0.119777,0.162207,0.393519,0.148438,1.9080851847464686
3479,0.21875,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003208,0.125348,0.182274,0.393519,0.165625,11.487432347744573
3480,0.21875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.103064,0.153846,0.333333,0.160937,3.312777050236164
3481,0.34375,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.015642,0.169916,0.284281,0.75463,0.146875,63.28615614783991
3482,0.645833,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.18663,0.347826,0.435185,0.290625,33.63423938641108
3483,0.208333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00283,0.113092,0.214047,0.402778,0.190625,25.94247602539626
3484,0.270833,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0.003925,0.113092,0.187291,0.430556,0.159375,50.34753199889413
3485,0.822917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002075,0.097493,0.153846,0.356481,0.153125,25.01877279515027
3486,0.364583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5e-05,0.119777,0.190635,0.402778,0.170313,3.313965606150731
3487,0.53125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003774,0.097493,0.140468,0.319444,0.154688,7.467225639489442
3488,0.666667,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.000887,0.125348,0.185619,0.342593,0.190625,25.75399804781945
3489,0.260417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.13649,0.167224,0.458333,0.132812,7.4208046623192985
3490,0.854167,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.00083,0.111978,0.23913,0.421296,0.207813,35.21401478801468
3491,0.5625,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.111978,0.265886,0.337963,0.278125,37.686552196925156
3492,0.8125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.18663,0.249164,0.263889,0.314063,30.711549378193865
3493,0.458333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.113092,0.16388,0.361111,0.1625,0.5625184093288027
3494,0.333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.13649,0.17893,0.435185,0.15,4.683284140211143
3495,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006038,0.197772,0.229097,0.62963,0.139062,20.687525433795642
3496,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007547,0.119777,0.147157,0.458333,0.11875,9.887863975829234
3497,0.854167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000717,0.113092,0.147157,0.328704,0.15625,15.187217187521782
3498,0.854167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003396,0.130919,0.16388,0.393519,0.15,29.149099336690185
3499,0.697917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.108635,0.215719,0.416667,0.1875,8.209318293026001
3500,0.135417,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.001472,0.119777,0.12709,0.328704,0.135938,33.53812128873588
3501,0.604167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.075209,0.155518,0.435185,0.13125,2.7265425880264758
3502,0.541667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001566,0.111978,0.319398,0.537037,0.221875,8.50366757154967
3503,0.21875,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.001057,0.147632,0.295987,0.5,0.220312,32.3998877687701
3504,0.447917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.130919,0.183946,0.388889,0.170313,1.8402631402948657
3505,0.447917,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003925,0.181058,0.230769,0.685185,0.13125,34.23138554791126
3506,0.46875,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8e-05,0.147632,0.175585,0.277778,0.214063,18.82764717620283
3507,0.760417,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.00283,0.113092,0.113712,0.263889,0.14375,35.65382237330314
3508,0.395833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000717,0.069638,0.137124,0.342593,0.148438,9.357804513663723
3509,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004151,0.108635,0.162207,0.365741,0.157813,0.6335616717131813
3510,0.385417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005283,0.119777,0.091973,0.347222,0.095313,6.825921609999696
3511,0.739583,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.011321,0.130919,0.19398,0.50463,0.14375,48.35249240766436
3512,0.697917,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.079245,0.008357,0.026756,0.425926,0.021875,54.69122644244118
3513,0.489583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.113092,0.130435,0.375,0.125,8.629635519344816
3514,0.21875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.103064,0.135452,0.263889,0.171875,5.593325764303685
3515,0.458333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003208,0.13649,0.173913,0.37037,0.16875,2.806317834967686
3516,0.625,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.001868,0.08078,0.102007,0.180556,0.173438,36.10846983878995
3517,0.625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014906,0.158774,0.190635,0.393519,0.175,14.724040465821915
3518,0.729167,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.04717,0.013928,0.048495,0.236111,0.06875,75.32215014528893
3519,0.583333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002453,0.147632,0.145485,0.342593,0.151563,27.55287592189461
3520,0.34375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.182575,0.37963,0.171984,1.3107153911954157
3521,0.40625,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.002453,0.142061,0.222408,0.425926,0.190625,40.192206378389784
3522,0.322917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000849,0.13649,0.16388,0.458333,0.13125,13.989565006549995
3523,0.479167,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.008849,0.130919,0.167224,0.439815,0.140625,39.78515761200517
3524,0.739583,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00183,0.108635,0.270903,0.37963,0.255187,17.20875580806019
3525,0.479167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004528,0.119777,0.235786,0.347222,0.2375,9.61434205632817
3526,0.625,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.003396,0.125348,0.145485,0.314815,0.160937,35.40675478110404
3527,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.119777,0.16388,0.351852,0.165625,0.9271870355345158
3528,0.71875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000642,0.13649,0.269231,0.435185,0.228125,7.783774644843774
3529,0.802083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002642,0.108635,0.214047,0.351852,0.214063,4.453374147807864
3530,0.541667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.113092,0.219064,0.421296,0.189063,8.369297061250435
3531,0.552083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005849,0.208914,0.259197,0.625,0.157813,17.24290104522281
3532,0.552083,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1.9e-05,0.197772,0.234114,0.490741,0.176563,29.84644306136029
3533,0.427083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.108635,0.14214,0.259259,0.18125,3.9735941757296587
3534,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009245,0.036212,0.133779,0.287037,0.159375,11.599640080666987
3535,0.34375,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,5.7e-05,0.230641,0.220736,0.685185,0.123438,62.77826472968305
3536,0.697917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003774,0.08078,0.180602,0.333333,0.190625,7.329128508157112
3537,0.697917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.192201,0.182575,0.37963,0.171984,8.687739581358429
3538,0.697917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.289298,0.319444,0.315625,11.820452235365522
3539,0.239583,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.002642,0.125348,0.118729,0.425926,0.101563,26.43411646671683
3540,0.770833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000623,0.097493,0.220736,0.37037,0.2125,3.2956314731887346
3541,0.166667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001509,0.18663,0.073579,0.37963,0.069328,44.35789241521079
3542,0.302083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.008491,0.108635,0.229097,0.319444,0.248438,29.13804800380008
3543,0.645833,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5.7e-05,0.181058,0.197324,0.365741,0.192187,46.038988942356106
3544,0.28125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001321,0.108635,0.071906,0.37963,0.06775,35.87845358694386
3545,0.729167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.108635,0.157191,0.402778,0.140625,1.2989658203163685
3546,0.635417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002264,0.113092,0.220736,0.402778,0.195313,1.0528152479693205
3547,0.729167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006038,0.097493,0.140468,0.296296,0.1625,9.281404292392992
3548,0.802083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.103064,0.207358,0.337963,0.217187,4.120530704484892
3549,0.927083,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5.7e-05,0.103064,0.33612,0.337963,0.346875,53.514336664467756
3550,0.510417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220755,0.019499,0.025084,0.449074,0.020312,50.9003054873319
3551,0.697917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.045283,0.069638,0.137124,0.300926,0.15625,14.412924144683117
3552,0.645833,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001302,0.111978,0.267559,0.37963,0.251563,14.332555177499287
3553,0.677083,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.002075,0.097493,0.222408,0.425926,0.190625,19.75501575900705
3554,0.677083,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.002264,0.125348,0.219064,0.458333,0.173438,41.34917434887465
3555,0.447917,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.00434,0.125348,0.19398,0.388889,0.179688,19.085699988657254
3556,0.385417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001377,0.130919,0.222408,0.402778,0.198438,29.19612633923252
3557,0.34375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00166,0.164345,0.11204,0.231481,0.15625,20.82756581212506
3558,0.25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002264,0.142061,0.198997,0.37037,0.192187,33.29381414065202
3559,0.479167,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.001189,0.142061,0.264214,0.476852,0.20625,28.667367681311177
3560,0.5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003566,0.130919,0.182274,0.416667,0.159375,29.06329595471037
3561,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7e-05,0.113092,0.302676,0.393519,0.276563,8.055874085597182
3562,0.510417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.167925,0.008357,0.013378,0.444444,0.010938,50.06772127937433
3563,0.510417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01434,0.091922,0.210702,0.421296,0.18125,3.92111289897953
3564,0.697917,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.00283,0.125348,0.192308,0.402778,0.173438,29.68913365292181
3565,0.729167,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.071698,0.019499,0.058528,0.263889,0.075,57.958271663550796
3566,0.708333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001509,0.030641,0.133779,0.134259,0.276563,19.14346625492972
3567,0.770833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7e-05,0.064067,0.160535,0.305556,0.18125,11.491714934632412
3568,0.375,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001151,0.086351,0.190635,0.342593,0.195313,14.357191735545385
3569,0.510417,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.143396,0.02507,0.033445,0.439815,0.026563,68.59128005928847
3570,0.395833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.081132,0.086351,0.102007,0.310185,0.114063,15.812077451213057
3571,0.177083,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00434,0.113092,0.128763,0.430556,0.109375,15.583595167165129
3572,0.65625,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000453,0.111978,0.135452,0.337963,0.142188,25.013553725354626
3573,0.71875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001302,0.103064,0.212375,0.393519,0.19375,1.5375490826027232
3574,0.447917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004717,0.086351,0.195652,0.425926,0.16875,2.2157023862549465
3575,0.510417,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.009057,0.030641,0.160535,0.291667,0.1875,24.002696828564567
3576,0.708333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011698,0.103064,0.145485,0.356481,0.145312,2.7260889911255646
3577,0.645833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010943,0.103064,0.167224,0.458333,0.132812,10.737028418371366
3578,0.614583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000906,0.091922,0.143813,0.305556,0.160937,1.662814828700661
3579,0.416667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007736,0.108635,0.20903,0.402778,0.1875,1.9315571924947363
3580,0.552083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005094,0.103064,0.182274,0.37963,0.171875,0.3313760206393823
3581,0.614583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.091922,0.252508,0.402778,0.221875,2.250048155992374
3582,0.645833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.103064,0.205686,0.388889,0.190625,0.6721138857753175
3583,0.729167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.013928,0.118729,0.337963,0.123438,10.687128922541035
3584,0.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007547,0.158774,0.200669,0.393519,0.182813,10.887998598283914
3585,0.489583,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.004528,0.108635,0.107023,0.263889,0.135938,32.34243451760304
3586,0.208333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.113092,0.157191,0.314815,0.171875,4.000713998177744
3587,0.604167,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000189,0.108635,0.167224,0.300926,0.192187,7.103493581150232
3588,0.625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000717,0.111978,0.198997,0.361111,0.196875,11.21237060074057
3589,0.447917,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.077358,0.08078,0.076923,0.458333,0.060938,35.9786290943924
3590,0.15625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.111978,0.123746,0.351852,0.125,9.172761951471657
3591,0.15625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005094,0.103064,0.183946,0.50463,0.135938,27.698185787509786
3592,0.833333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010189,0.069638,0.118729,0.25463,0.154688,14.755525795030437
3593,0.770833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008491,0.058496,0.217391,0.388889,0.201563,5.25984088218614
3594,0.71875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064151,0.08078,0.143813,0.402778,0.126563,15.334397618805042
3595,0.34375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001566,0.130919,0.187291,0.393519,0.171875,28.113461656498572
3596,0.583333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017151,0.09415,0.165552,0.439815,0.1375,4.2516474890388025
3597,0.333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001887,0.075209,0.143813,0.282407,0.173438,30.00126228966799
3598,0.78125,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.003396,0.064067,0.105351,0.273148,0.13125,62.44491116458382
3599,0.6875,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.003774,0.13649,0.219064,0.472222,0.171875,30.751492056104226
3600,0.46875,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0.002642,0.119777,0.200669,0.398148,0.182813,59.30054301854864
3601,0.5625,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.001849,0.111978,0.175585,0.37963,0.164063,33.67433712905782
3602,0.552083,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.001698,0.111978,0.185619,0.337963,0.192187,29.073308682366232
3603,0.770833,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003774,0.111978,0.120401,0.402778,0.10625,11.201780542182732
3604,0.822917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.069638,0.19398,0.439815,0.160937,7.767411241898159
3605,0.34375,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.035849,0.214485,0.240803,0.458333,0.192187,43.60627015079852
3606,0.5625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9e-05,0.097493,0.297659,0.300926,0.339063,11.490540341904804
3607,0.177083,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.002075,0.111978,0.242475,0.361111,0.2375,22.90787345865074
3608,0.416667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028302,0.091922,0.195652,0.37963,0.184375,19.1016756520211
3609,0.645833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005472,0.111978,0.155518,0.421296,0.134375,1.052306214824128
3610,0.5625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002453,0.111978,0.117057,0.268519,0.146875,11.032782504505533
3611,0.479167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003774,0.111978,0.187291,0.333333,0.198438,0.9668637077464979
3612,0.46875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008679,0.064067,0.076923,0.333333,0.08125,10.092659123483756
3613,0.59375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006981,0.086351,0.123746,0.296296,0.145312,9.704423766613274
3614,0.510417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.001547,0.113092,0.204013,0.398148,0.185937,25.571653768331274
3615,0.510417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001264,0.142061,0.138796,0.333333,0.146875,10.358696869410423
3616,0.291667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002075,0.208914,0.265886,0.726852,0.142188,23.745793545112974
3617,0.427083,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003566,0.058496,0.152174,0.282407,0.182813,20.309854700134295
3618,0.489583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00434,0.047354,0.172241,0.203704,0.267187,12.990081878229589
3619,0.59375,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.002075,0.125348,0.09699,0.333333,0.103125,24.992054499561036
3620,0.291667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028302,0.111978,0.185619,0.444444,0.153125,26.288782310366187
3621,0.291667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001887,0.064067,0.137124,0.231481,0.192187,7.874637590351696
3622,0.364583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003585,0.052925,0.125418,0.319444,0.1375,5.189596292905648
3623,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003019,0.111978,0.108696,0.25,0.145312,6.7311159438038
3624,0.375,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00283,0.097493,0.17893,0.37037,0.171875,7.386256941966835
3625,0.541667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.113208,0.013928,0.018395,0.37963,0.017187,41.357369397695344
3626,0.583333,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.004906,0.036212,0.188963,0.37963,0.178,21.901993948744277
3627,0.604167,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.010377,0.036212,0.125418,0.263889,0.159375,35.878215304828444
3628,0.75,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0,0.111978,0.167224,0.333333,0.176563,40.115310950749574
3629,0.479167,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.006415,0.119777,0.167224,0.393519,0.154688,38.08307191246539
3630,0.208333,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.003566,0.111978,0.217391,0.324074,0.234375,31.273650572492315
3631,0.34375,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.111978,0.274247,0.365741,0.26875,19.97002800493118
3632,0.3125,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.009434,0.111978,0.232441,0.425926,0.2,32.106569938001115
3633,0.614583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.111978,0.168896,0.222222,0.24375,8.085364761993503
3634,0.260417,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004906,0.108635,0.182274,0.291667,0.2125,11.662965673708428
3635,0.572917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003566,0.214485,0.232441,0.439815,0.19375,12.335887459096881
